------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\accuweather.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\accuweather.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\accuweather.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\aiception.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\aiception.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\aiception.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\azuresearch.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\azuresearch.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\azuresearch.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\box.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
             L2.2 LIMIT CONSISTENCY CONFLICT: in Individual>/files/content>post>requests ('10 per 1/second' and '4 per 1/second')
             L2.3 AMBIGUITY CONFLICT: in  Individual>/files/content>post>requests ('10 per 1/second' and '4 per 1/second')
         NOK LIMITATION VALIDITY in Individual>/files/content>post>requests (l0='50000 per 1/day'; l1='10 per 1/second'; l2='4 per 1/second'; ) NOK
           everyLimitIsValid=true
           !existsConsistencyConflicts=false
           !existsAmbiguityConflicts=false
       NOK PLAN VALIDITY in (Individual) NOK
         everyLimitationIsValid=false
         !existsConsistencyConflicts=true
         !existsRelatedMetricConsistencyConflict=true
             L4.2 COST CONSISTENCY CONFLICT in plan 'Individual'|'Starter' in >rates>/files/upload_sessions/{SESSION_ID}>get>requests ('60 per 1/minute' > '12 per 1/minute' AND NOT '0 >= 4.5')
             L4.2 COST CONSISTENCY CONFLICT in plan 'Individual'|'Starter' in >rates>/files/upload_sessions/{SESSION_ID}/parts>get>requests ('60 per 1/minute' > '12 per 1/minute' AND NOT '0 >= 4.5')
  UNUSED METRIC 'users'
     NOK PRICING VALIDITY NOK
       everyPlanIsValid=false
       !existsCostConsistencyConflicts=false
VALIDITY ERROR in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\box.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\box.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\clarifai.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
  UNDEFINED METRIC globalRequests in Free>/topics-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Free>/deepcategorization-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/documentstructure-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/parser-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/reputation-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/clustering-1.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/lang-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/sentiment-2.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/class-1.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/topics-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Start-Up>/deepcategorization-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/documentstructure-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/parser-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/reputation-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/clustering-1.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/lang-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/sentiment-2.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/class-1.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/topics-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Professional>/deepcategorization-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/documentstructure-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/parser-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/reputation-1.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/clustering-1.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/lang-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/sentiment-2.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/class-1.1>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/topics-2.0>get>globalRequests 
  UNDEFINED METRIC globalRequests in Business>/deepcategorization-1.0>get>globalRequests 
  UNUSED METRIC 'globalRquests'
     NOK PRICING VALIDITY NOK
       everyPlanIsValid=false
       !existsCostConsistencyConflicts=false
VALIDITY ERROR in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\meaningcloud.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\meaningcloud.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\moz.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
  UNUSED METRIC 'rows'
  UNUSED METRIC 'requests'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\moz.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\moz.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\nutritionix.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
  UNDEFINED METRIC activeUsers in Hacker>/v2/auth/signin>get>activeUsers 
  UNDEFINED METRIC activeUsers in Hacker>/v2/locations>get>activeUsers 
  UNDEFINED METRIC activeUsers in Hacker>/v2/log>get>activeUsers 
  UNDEFINED METRIC activeUsers in Hacker>/v2/natural/exercise>get>activeUsers 
  UNDEFINED METRIC activeUsers in Hacker>/v2/natural/nutrient>get>activeUsers 
  UNDEFINED METRIC activeUsers in Hacker>/v2/natural/nutrients>get>activeUsers 
  UNDEFINED METRIC activeUsers in Hacker>/v2/search/instant>get>activeUsers 
  UNDEFINED METRIC activeUsers in Hacker>/v2/search/item>get>activeUsers 
  UNDEFINED METRIC activeUsers in Starter>/v2/auth/signin>get>activeUsers 
  UNDEFINED METRIC activeUsers in Starter>/v2/locations>get>activeUsers 
  UNDEFINED METRIC activeUsers in Starter>/v2/log>get>activeUsers 
  UNDEFINED METRIC activeUsers in Starter>/v2/natural/exercise>get>activeUsers 
  UNDEFINED METRIC activeUsers in Starter>/v2/natural/nutrient>get>activeUsers 
  UNDEFINED METRIC activeUsers in Starter>/v2/natural/nutrients>get>activeUsers 
  UNDEFINED METRIC activeUsers in Starter>/v2/search/instant>get>activeUsers 
  UNDEFINED METRIC activeUsers in Starter>/v2/search/item>get>activeUsers 
  UNDEFINED METRIC activeUsers in MVP>/v2/auth/signin>get>activeUsers 
  UNDEFINED METRIC activeUsers in MVP>/v2/locations>get>activeUsers 
  UNDEFINED METRIC activeUsers in MVP>/v2/log>get>activeUsers 
  UNDEFINED METRIC activeUsers in MVP>/v2/natural/exercise>get>activeUsers 
  UNDEFINED METRIC activeUsers in MVP>/v2/natural/nutrient>get>activeUsers 
  UNDEFINED METRIC activeUsers in MVP>/v2/natural/nutrients>get>activeUsers 
  UNDEFINED METRIC activeUsers in MVP>/v2/search/instant>get>activeUsers 
  UNDEFINED METRIC activeUsers in MVP>/v2/search/item>get>activeUsers 
  UNDEFINED METRIC activeUsers in Hacker>/v2/auth/signin>get>activeUsers 
  UNDEFINED METRIC activeUsers in Hacker>/v2/locations>get>activeUsers 
  UNDEFINED METRIC activeUsers in Hacker>/v2/log>get>activeUsers 
  UNDEFINED METRIC activeUsers in Hacker>/v2/natural/exercise>get>activeUsers 
  UNDEFINED METRIC activeUsers in Hacker>/v2/natural/nutrient>get>activeUsers 
  UNDEFINED METRIC activeUsers in Hacker>/v2/natural/nutrients>get>activeUsers 
  UNDEFINED METRIC activeUsers in Hacker>/v2/search/instant>get>activeUsers 
  UNDEFINED METRIC activeUsers in Hacker>/v2/search/item>get>activeUsers 
  UNDEFINED METRIC activeUsers in Starter>/v2/auth/signin>get>activeUsers 
  UNDEFINED METRIC activeUsers in Starter>/v2/locations>get>activeUsers 
  UNDEFINED METRIC activeUsers in Starter>/v2/log>get>activeUsers 
  UNDEFINED METRIC activeUsers in Starter>/v2/natural/exercise>get>activeUsers 
  UNDEFINED METRIC activeUsers in Starter>/v2/natural/nutrient>get>activeUsers 
  UNDEFINED METRIC activeUsers in Starter>/v2/natural/nutrients>get>activeUsers 
  UNDEFINED METRIC activeUsers in Starter>/v2/search/instant>get>activeUsers 
  UNDEFINED METRIC activeUsers in Starter>/v2/search/item>get>activeUsers 
  UNDEFINED METRIC activeUsers in MVP>/v2/auth/signin>get>activeUsers 
  UNDEFINED METRIC activeUsers in MVP>/v2/locations>get>activeUsers 
  UNDEFINED METRIC activeUsers in MVP>/v2/log>get>activeUsers 
  UNDEFINED METRIC activeUsers in MVP>/v2/natural/exercise>get>activeUsers 
  UNDEFINED METRIC activeUsers in MVP>/v2/natural/nutrient>get>activeUsers 
  UNDEFINED METRIC activeUsers in MVP>/v2/natural/nutrients>get>activeUsers 
  UNDEFINED METRIC activeUsers in MVP>/v2/search/instant>get>activeUsers 
  UNDEFINED METRIC activeUsers in MVP>/v2/search/item>get>activeUsers 
  UNUSED METRIC 'globalRequests'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\nutritionix.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\nutritionix.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\openweathermap.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
  UNUSED METRIC 'globalRequests'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\openweathermap.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\openweathermap.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\quickblox.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
  UNUSED METRIC 'requests'
  UNUSED METRIC 'globalRequests'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\quickblox.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\quickblox.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\scopus.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
  UNUSED METRIC 'responseTime'
  UNUSED METRIC 'results'
  UNUSED METRIC 'type'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\scopus.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\scopus.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\shodan.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
  UNUSED METRIC 'globalRquests'
  UNUSED METRIC 'exportCredits'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\shodan.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\shodan.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\snapcx.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
  UNUSED METRIC 'globalRequests'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\snapcx.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\snapcx.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\soundcloud.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
  UNUSED METRIC 'globalRquests'
VALIDITY OK in C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\soundcloud.yaml
------ END CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\soundcloud.yaml ------
------ BEGIN CHECKING FILE: C:\Users\Antonio\Desktop\sla4oai-validator\examples\old-examples\sportradar.yaml ------
CHECKING SYNTAX...
SYNTAX OK
CHECKING VALIDITY...
   USING DEFAULT CAPACITY '{"requests":{"max":"Infinity","period":{"amount":1,"unit":"second"}}}'
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/NFL>get>requests ('750 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/NFL>get>requests ('750 per 1/month') AND Basic>rates>/NFL>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/MLB>get>requests ('3000 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/MLB>get>requests ('3000 per 1/month') AND Basic>rates>/MLB>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/NBA>get>requests ('3500 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/NBA>get>requests ('3500 per 1/month') AND Basic>rates>/NBA>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/NHL>get>requests ('4500 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/NHL>get>requests ('4500 per 1/month') AND Basic>rates>/NHL>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/NCAA-FB>get>requests ('1850 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/NCAA-FB>get>requests ('1850 per 1/month') AND Basic>rates>/NCAA-FB>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/NCAA-MB>get>requests ('7500 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/NCAA-MB>get>requests ('7500 per 1/month') AND Basic>rates>/NCAA-MB>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/Golf>get>requests ('600 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/Golf>get>requests ('600 per 1/month') AND Basic>rates>/Golf>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/NASCAR>get>requests ('125 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/NASCAR>get>requests ('125 per 1/month') AND Basic>rates>/NASCAR>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/Soccer-Europe>get>requests ('3500 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/Soccer-Europe>get>requests ('3500 per 1/month') AND Basic>rates>/Soccer-Europe>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/Soccer-Americas>get>requests ('4000 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/Soccer-Americas>get>requests ('4000 per 1/month') AND Basic>rates>/Soccer-Americas>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/Soccer-International>get>requests ('3500 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/Soccer-International>get>requests ('3500 per 1/month') AND Basic>rates>/Soccer-International>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/Soccer-Asia>get>requests ('2500 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/Soccer-Asia>get>requests ('2500 per 1/month') AND Basic>rates>/Soccer-Asia>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/Soccer-Other>get>requests ('3500 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/Soccer-Other>get>requests ('3500 per 1/month') AND Basic>rates>/Soccer-Other>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/NCAA-WB>get>requests ('4500 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/NCAA-WB>get>requests ('4500 per 1/month') AND Basic>rates>/NCAA-WB>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/NCAA-MH>get>requests ('3000 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/NCAA-MH>get>requests ('3000 per 1/month') AND Basic>rates>/NCAA-MH>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/WNBA>get>requests ('1750 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/WNBA>get>requests ('1750 per 1/month') AND Basic>rates>/WNBA>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/Rugby>get>requests ('2500 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/Rugby>get>requests ('2500 per 1/month') AND Basic>rates>/Rugby>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/Tennis>get>requests ('10000 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/Tennis>get>requests ('10000 per 1/month') AND Basic>rates>/Tennis>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/Counter-Strike:-Global-Offensive>get>requests ('1500 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/Counter-Strike:-Global-Offensive>get>requests ('1500 per 1/month') AND Basic>rates>/Counter-Strike:-Global-Offensive>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/League-of-Legends>get>requests ('1200 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/League-of-Legends>get>requests ('1200 per 1/month') AND Basic>rates>/League-of-Legends>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/DOTA2>get>requests ('1000 per 1/month' and '0 per 1/second')
                L3.2 CONSISTENCY CONFLICT in >Basic>quotas>/DOTA2>get>requests ('1000 per 1/month') AND Basic>rates>/DOTA2>get>requests ('0 per 1/second')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/NFL>get>requests ('0 per 1/second' and '750 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/NFL>get>requests ('0 per 1/second') AND Basic>quotas>/NFL>get>requests ('750 per 1/month')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/MLB>get>requests ('0 per 1/second' and '3000 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/MLB>get>requests ('0 per 1/second') AND Basic>quotas>/MLB>get>requests ('3000 per 1/month')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/NBA>get>requests ('0 per 1/second' and '3500 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/NBA>get>requests ('0 per 1/second') AND Basic>quotas>/NBA>get>requests ('3500 per 1/month')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/NHL>get>requests ('0 per 1/second' and '4500 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/NHL>get>requests ('0 per 1/second') AND Basic>quotas>/NHL>get>requests ('4500 per 1/month')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/NCAA-FB>get>requests ('0 per 1/second' and '1850 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/NCAA-FB>get>requests ('0 per 1/second') AND Basic>quotas>/NCAA-FB>get>requests ('1850 per 1/month')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/NCAA-MB>get>requests ('0 per 1/second' and '7500 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/NCAA-MB>get>requests ('0 per 1/second') AND Basic>quotas>/NCAA-MB>get>requests ('7500 per 1/month')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/Golf>get>requests ('0 per 1/second' and '600 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/Golf>get>requests ('0 per 1/second') AND Basic>quotas>/Golf>get>requests ('600 per 1/month')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/NASCAR>get>requests ('0 per 1/second' and '125 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/NASCAR>get>requests ('0 per 1/second') AND Basic>quotas>/NASCAR>get>requests ('125 per 1/month')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/Soccer-Europe>get>requests ('0 per 1/second' and '3500 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/Soccer-Europe>get>requests ('0 per 1/second') AND Basic>quotas>/Soccer-Europe>get>requests ('3500 per 1/month')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/Soccer-Americas>get>requests ('0 per 1/second' and '4000 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/Soccer-Americas>get>requests ('0 per 1/second') AND Basic>quotas>/Soccer-Americas>get>requests ('4000 per 1/month')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/Soccer-International>get>requests ('0 per 1/second' and '3500 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/Soccer-International>get>requests ('0 per 1/second') AND Basic>quotas>/Soccer-International>get>requests ('3500 per 1/month')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/Soccer-Asia>get>requests ('0 per 1/second' and '2500 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/Soccer-Asia>get>requests ('0 per 1/second') AND Basic>quotas>/Soccer-Asia>get>requests ('2500 per 1/month')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/Soccer-Other>get>requests ('0 per 1/second' and '3500 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/Soccer-Other>get>requests ('0 per 1/second') AND Basic>quotas>/Soccer-Other>get>requests ('3500 per 1/month')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/NCAA-WB>get>requests ('0 per 1/second' and '4500 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/NCAA-WB>get>requests ('0 per 1/second') AND Basic>quotas>/NCAA-WB>get>requests ('4500 per 1/month')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/NCAA-MH>get>requests ('0 per 1/second' and '3000 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/NCAA-MH>get>requests ('0 per 1/second') AND Basic>quotas>/NCAA-MH>get>requests ('3000 per 1/month')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/WNBA>get>requests ('0 per 1/second' and '1750 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/WNBA>get>requests ('0 per 1/second') AND Basic>quotas>/WNBA>get>requests ('1750 per 1/month')
             L2.2 LIMIT CONSISTENCY CONFLICT: in Basic>/Rugby>get>requests ('0 per 1/second' and '2500 per 1/month')
                L3.2 CONSISTENCY CONFLICT in >Basic>rates>/Rugby>get>requests ('0 per 1/second') AND Basic>quotas>/Rugby>get>requests ('2500 per 1/month')
